x_dist,y_dist,xvel,yvel
49.07963218,180.0665765,7.455078081,2.714691123
46.36494106,172.6114984,7.455078081,2.714691123
43.65024993,165.1564203,7.455078081,2.714691123
40.93555881,157.7013422,7.455078081,2.714691123
38.22086769,150.2462641,7.455078081,2.714691123
35.50617656,142.7911861,7.455078081,2.714691123
32.79148544,135.336108,7.455078081,2.714691123
30.07679432,127.8810299,7.455078081,2.714691123
27.3621032,120.4259518,7.455078081,2.714691123
24.64741207,112.9708737,7.455078081,2.714691123
21.93272095,105.5157957,7.455078081,2.714691123
19.21802983,98.06071758,7.455078081,2.714691123
16.50333871,90.6056395,7.455078081,2.714691123
13.78864758,83.15056142,7.455078081,2.714691123
11.07395646,75.69548334,7.455078081,2.714691123
8.359265337,68.24040526,7.455078081,2.714691123
-149.3667112,431.9,0,0
-149.3667112,431.9,-0.1,0.04
-149.4067112,432,-0.2,0
-149.4067112,432.2,-0.3,0.04
-149.4467112,432.5,-0.4,0
-149.4467112,432.9,-0.5,0.04
-149.4867112,433.4,-0.6,0
-149.4867112,434,-0.7,0.04
-149.5267112,434.7,-0.8,0
-149.5267112,435.5,-0.9,0.04
-149.5667112,436.4,-1,0
-149.5667112,437.4,-1.1,0.04
-149.6067112,438.5,-1.2,0
-149.6067112,439.7,-1.3,0.04
-149.6467112,441,-1.4,0
-149.6467112,442.4,-1.5,0.04
-149.6867112,443.9,-1.6,0
-149.6867112,445.5,-1.7,0.04
-149.7267112,447.2,-1.8,0
-149.7267112,449,-1.899878165,0.033020101
-149.7597313,450.8998782,-1.999390975,-0.020931194
-149.7388001,452.8992691,-2.098295355,-0.001836887
-149.7369632,454.9975645,-2.196348968,0.010328493
-149.7472917,457.1939135,-2.293310519,-0.064401142
-149.6828906,459.487224,-2.388940039,-0.065983481
-149.6169071,461.876164,-2.482999184,-0.07436786
-149.5425392,464.3591632,-2.575251523,-0.089495331
-149.4530439,466.9344147,-2.665462827,-0.11129873
-149.3417452,469.5998776,-2.753401351,-0.139702758
-149.2020424,472.3532789,-2.838838122,-0.174624077
-149.0274183,475.192117,-2.921547213,-0.215971406
-148.8114469,478.1136642,-3.001306023,-0.263645635
-148.5478013,481.1149703,-3.077895541,-0.317539948
-148.2302613,484.1928658,-3.151100622,-0.377539948
-147.8527214,487.3439664,-3.220710241,-0.443523801
-147.4091976,490.5646767,-3.29031986,-0.509507653
-146.8996899,493.8549965,-3.35992948,-0.575491506
-146.3241984,497.214926,-3.429539099,-0.641475359
-145.6827231,500.6444651,-3.499148718,-0.707459212
-144.9752639,504.1436138,-3.568758337,-0.773443065
-144.2018208,507.7123722,-3.638367957,-0.839426918
-143.3623939,511.3507401,-3.707977576,-0.90541077
-142.4569831,515.0587177,-3.777587195,-0.971394623
-141.4855885,518.8363049,-3.847196814,-1.037378476
-140.44821,522.6835017,-3.916806433,-1.103362329
-139.3448477,526.6003081,-3.986416053,-1.169346182
-138.1755015,530.5867242,-4.056025672,-1.235330035
-136.9401715,534.6427499,-4.125635291,-1.301313888
-135.6388576,538.7683852,-4.19524491,-1.36729774
-134.2715598,542.9636301,-4.26485453,-1.433281593
-132.8382782,547.2284846,-4.334464149,-1.499265446
-131.3390128,551.5629487,-4.404073768,-1.565249299
-129.7737635,555.9670225,-4.473683387,-1.631233152
-128.1425303,560.4407059,-4.543293007,-1.697217005
-126.4453133,564.9839989,-4.612902626,-1.763200857
-124.6821125,569.5969015,-4.682512245,-1.82918471
-122.8529278,574.2794138,-4.752121864,-1.895168563
-120.9577592,579.0315356,-4.821731483,-1.961152416
-118.9966068,583.8532671,-4.891341103,-2.027136269
-116.9694705,588.7446082,-4.960950722,-2.093120122
-114.8763504,593.7055589,-5.030560341,-2.159103975
-112.7172464,598.7361193,-5.10016996,-2.225087827
-110.4921586,603.8362892,-5.16977958,-2.29107168
-108.2010869,609.0060688,-5.239389199,-2.357055533
-105.8440314,614.245458,-5.308998818,-2.423039386
-103.420992,619.5544568,-5.378608437,-2.489023239
-100.9319688,624.9330653,-5.448218057,-2.555007092
-98.37696166,630.3812833,-5.517827676,-2.620990944
-95.75597072,635.899111,-5.587437295,-2.686974797
-93.06899592,641.4865483,-5.487437295,-2.646974797
-90.42202112,646.9739856,-5.387437295,-2.606974797
-87.81504633,652.3614229,-5.287437295,-2.566974797
-85.24807153,657.6488602,-5.187437295,-2.526974797
-82.72109673,662.8362975,-5.087437295,-2.486974797
-80.23412193,667.9237348,-4.987437295,-2.446974797
-77.78714714,672.9111721,-4.887437295,-2.406974797
-75.38017234,677.7986094,-4.787437295,-2.366974797
-73.01319754,682.5860467,-4.687437295,-2.326974797
-70.68622275,687.273484,-4.587437295,-2.286974797
-68.39924795,691.8609213,-4.487437295,-2.246974797
-66.15227315,696.3483586,-4.387437295,-2.206974797
-63.94529835,700.7357959,-4.287437295,-2.166974797
-61.77832356,705.0232331,-4.187437295,-2.126974797
-59.65134876,709.2106704,-4.087437295,-2.086974797
-57.56437396,713.2981077,-3.987437295,-2.046974797
-55.51739916,717.285545,-3.887437295,-2.006974797
-53.51042437,721.1729823,-3.787437295,-1.966974797
-51.54344957,724.9604196,-3.687437295,-1.926974797
-49.61647477,728.6478569,-3.587437295,-1.886974797
-47.72949997,732.2352942,-3.487437295,-1.846974797
-45.88252518,735.7227315,-3.387437295,-1.806974797
-44.07555038,739.1101688,-3.287437295,-1.766974797
-42.30857558,742.3976061,-3.187437295,-1.726974797
-40.58160079,745.5850434,-3.087437295,-1.686974797
-38.89462599,748.6724807,-2.987437295,-1.646974797
-37.24765119,751.659918,-2.887437295,-1.606974797
-35.64067639,754.5473553,-2.787437295,-1.566974797
-34.0737016,757.3347926,-2.687437295,-1.526974797
-32.5467268,760.0222299,-2.587437295,-1.486974797
-31.059752,762.6096672,-2.487437295,-1.446974797
-29.6127772,765.0971045,-2.387437295,-1.406974797
-28.20580241,767.4845418,-2.287437295,-1.366974797
-26.83882761,769.771979,-2.187437295,-1.326974797
-25.51185281,771.9594163,-2.087437295,-1.286974797
-24.22487802,774.0468536,-1.987437295,-1.246974797
-22.97790322,776.0342909,-1.887437295,-1.206974797
-21.77092842,777.9217282,-1.787437295,-1.166974797
-20.60395362,779.7091655,-1.687437295,-1.126974797
-19.47697883,781.3966028,-1.587437295,-1.086974797
-18.39000403,782.9840401,-1.487437295,-1.046974797
-17.34302923,784.4714774,-1.387437295,-1.006974797
-16.33605443,785.8589147,-1.287437295,-0.966974797
-15.36907964,787.146352,-1.187437295,-0.926974797
-14.44210484,788.3337893,-1.087437295,-0.886974797
-13.55513004,789.4212266,-0.987437295,-0.846974797
-12.70815524,790.4086639,-0.887437295,-0.806974797
-11.90118045,791.2961012,-0.787437295,-0.766974797
-11.13420565,792.0835385,-0.687437295,-0.726974797
-10.40723085,792.7709758,-0.587437295,-0.686974797
-9.720256056,793.3584131,-0.487437295,-0.646974797
-9.073281258,793.8458504,-0.387437295,-0.606974797
-8.466306461,794.2332877,-0.287437295,-0.566974797
-7.899331664,794.5207249,-0.187437295,-0.526974797
-7.372356866,794.7081622,-0.087437295,-0.486974797
-6.885382069,794.7955995,0.012562705,-0.446974797
-6.438407272,794.7830368,0.112562705,-0.406974797
-6.031432475,794.6704741,0.212562705,-0.366974797
-5.664457677,794.4579114,0.312562705,-0.326974797
-5.33748288,794.1453487,0.412562705,-0.286974797
-5.050508083,793.732786,0.512562705,-0.246974797
-4.803533285,793.2202233,0.612562705,-0.206974797
-4.596558488,792.6076606,0.712562705,-0.166974797
-4.429583691,791.8950979,0.812562705,-0.126974797
-4.302608893,791.0825352,0.912562705,-0.086974797
-4.215634096,790.1699725,1.012562705,-0.046974797
-4.168659299,789.1574098,1.112562705,-0.006974797
-4.161684502,788.0448471,1.212562705,0.033025203
-4.194709704,786.8322844,1.312562705,-0.006974797
-4.187734907,785.5197217,1.412562705,0.033025203
-4.22076011,784.107159,1.512562705,-0.006974797
-4.213785312,782.5945963,1.612562705,0.033025203
-4.246810515,780.9820336,1.712562705,-0.006974797
-4.239835718,779.2694708,1.812562705,0.033025203
-4.27286092,777.4569081,1.912562705,-0.006974797
-4.265886123,775.5443454,2.012562705,0.033025203
-4.298911326,773.5317827,2.112562705,-0.006974797
-4.291936529,771.41922,2.212562705,0.033025203
-4.324961731,769.2066573,2.312562705,-0.006974797
-4.317986934,766.8940946,2.412562705,0.033025203
-4.351012137,764.4815319,2.512562705,-0.006974797
-4.344037339,761.9689692,2.612562705,0.033025203
-4.377062542,759.3564065,2.712562705,-0.006974797
-4.370087745,756.6438438,2.812562705,0.033025203
-4.403112947,753.8312811,2.912562705,-0.006974797
-4.39613815,750.9187184,3.012562705,0.033025203
-4.429163353,747.9061557,3.112562705,-0.006974797
-4.422188556,744.793593,3.212562705,0.033025203
-4.455213758,741.5810303,3.312562705,-0.006974797
-4.448238961,738.2684676,3.412562705,0.033025203
-4.481264164,734.8559049,3.512562705,-0.006974797
-4.474289366,731.3433422,3.612562705,0.033025203
-4.507314569,727.7307795,3.712562705,-0.006974797
-4.500339772,724.0182167,3.812562705,0.033025203
-4.533364974,720.205654,3.912562705,-0.006974797
-4.526390177,716.2930913,4.012562705,0.033025203
-4.55941538,712.2805286,4.112562705,-0.006974797
-4.552440583,708.1679659,4.212562705,0.033025203
-4.585465785,703.9554032,4.312562705,-0.006974797
-4.578490988,699.6428405,4.412562705,0.033025203
-4.611516191,695.2302778,4.512562705,-0.006974797
-4.604541393,690.7177151,4.612562705,0.033025203
-4.637566596,686.1051524,4.712562705,-0.006974797
-4.630591799,681.3925897,4.812562705,0.033025203
-4.663617001,676.580027,4.912562705,-0.006974797
-4.656642204,671.6674643,5.012562705,0.033025203
-4.689667407,666.6549016,5.112562705,-0.006974797
-4.68269261,661.5423389,5.212562705,0.033025203
-4.715717812,656.3297762,5.312562705,-0.006974797
-4.708743015,651.0172135,5.412562705,0.033025203
-4.741768218,645.6046508,5.512562705,-0.006974797
-4.73479342,640.0920881,5.612562705,0.033025203
-4.767818623,634.4795254,5.712562705,-0.006974797
-4.760843826,628.7669626,5.812562705,0.033025203
-4.793869028,622.9543999,5.912562705,-0.006974797
-4.786894231,617.0418372,6.012562705,0.033025203
-4.819919434,611.0292745,6.112562705,-0.006974797
-4.812944636,604.9167118,6.212562705,0.033025203
-4.845969839,598.7041491,6.312562705,-0.006974797
-4.838995042,592.3915864,6.412562705,0.033025203
-4.872020245,585.9790237,6.512562705,-0.006974797
-4.865045447,579.466461,6.612562705,0.033025203
-4.89807065,572.8538983,6.712562705,-0.006974797
-4.891095853,566.1413356,6.812562705,0.033025203
-4.924121055,559.3287729,6.912562705,-0.006974797
-4.917146258,552.4162102,7.012562705,0.033025203
-4.950171461,545.4036475,7.112562705,-0.006974797
-4.943196663,538.2910848,7.212562705,0.033025203
-4.976221866,531.0785221,7.312562705,-0.006974797
-4.969247069,523.7659594,7.412562705,0.033025203
-5.002272272,516.3533967,7.512562705,-0.006974797
-4.995297474,508.840834,7.612562705,0.033025203
-5.028322677,501.2282713,7.712562705,-0.006974797
-5.02134788,493.5157085,7.812562705,0.033025203
-5.054373082,485.7031458,7.912562705,-0.006974797
-5.047398285,477.7905831,7.912562705,-0.006974797
-5.040423488,469.8780204,7.912562705,-0.006974797
-5.03344869,461.9654577,7.912562705,-0.006974797
-5.026473893,454.052895,7.912562705,-0.006974797
-5.019499096,446.1403323,7.912562705,-0.006974797
-5.012524299,438.2277696,7.912562705,-0.006974797
-5.005549501,430.3152069,7.912562705,-0.006974797
-4.998574704,422.4026442,7.912562705,-0.006974797
-4.991599907,414.4900815,7.912562705,-0.006974797
-4.984625109,406.5775188,7.912562705,-0.006974797
-4.977650312,398.6649561,7.912562705,-0.006974797
-4.970675515,390.7523934,7.912562705,-0.006974797
-4.963700717,382.8398307,7.912562705,-0.006974797
-4.95672592,374.927268,7.912562705,-0.006974797
-4.949751123,367.0147053,7.912562705,-0.006974797
-4.942776326,359.1021426,7.912562705,-0.006974797
-4.935801528,351.1895799,7.912562705,-0.006974797
-4.928826731,343.2770172,7.912562705,-0.006974797
-4.921851934,335.3644544,7.912562705,-0.006974797
-4.914877136,327.4518917,7.912562705,-0.006974797
-4.907902339,319.539329,7.912562705,-0.006974797
-4.900927542,311.6267663,7.912562705,-0.006974797
-4.893952744,303.7142036,7.912562705,-0.006974797
-4.886977947,295.8016409,7.912562705,-0.006974797
-4.88000315,287.8890782,7.912562705,-0.006974797
-4.873028353,279.9765155,7.912562705,-0.006974797
-4.866053555,272.0639528,7.912562705,-0.006974797
-4.859078758,264.1513901,7.912562705,-0.006974797
-4.852103961,256.2388274,7.912562705,-0.006974797
-4.845129163,248.3262647,7.912562705,-0.006974797
-4.838154366,240.413702,7.912562705,-0.006974797
-4.831179569,232.5011393,7.912562705,-0.006974797
-4.824204771,224.5885766,7.912562705,-0.006974797
-4.817229974,216.6760139,7.912562705,-0.006974797
-4.810255177,208.7634512,7.912562705,-0.006974797
-4.80328038,200.8508885,7.912562705,-0.006974797
-4.796305582,192.9383258,7.912562705,-0.006974797
-4.789330785,185.0257631,7.912562705,-0.006974797
-4.782355988,177.1132003,7.912562705,-0.006974797
-4.77538119,169.2006376,7.912562705,-0.006974797
-4.768406393,161.2880749,7.912562705,-0.006974797
-4.761431596,153.3755122,7.912562705,-0.006974797
-4.754456798,145.4629495,7.912562705,-0.006974797
-4.747482001,137.5503868,7.912562705,-0.006974797
-4.740507204,129.6378241,7.912562705,-0.006974797
-4.733532407,121.7252614,7.912562705,-0.006974797
-4.726557609,113.8126987,7.912562705,-0.006974797
-4.719582812,105.900136,7.912562705,-0.006974797
-4.712608015,97.9875733,7.912562705,-0.006974797
-4.705633217,90.07501059,7.912562705,-0.006974797
-4.69865842,82.16244789,7.912562705,-0.006974797
-4.691683623,74.24988518,7.912562705,-0.006974797
-4.684708825,66.33732248,7.912562705,-0.006974797
159.3085163,431.9,0,0
159.3085163,431.9,-0.1,0.04
159.2685163,432,-0.2,0
159.2685163,432.2,-0.3,0.04
159.2285163,432.5,-0.4,0
159.2285163,432.9,-0.5,0.04
159.1885163,433.4,-0.6,0
159.1885163,434,-0.7,0.04
159.1485163,434.7,-0.8,0
159.1485163,435.5,-0.9,0.04
159.1085163,436.4,-1,0
159.1085163,437.4,-1.1,0.04
159.0685163,438.5,-1.2,0
159.0685163,439.7,-1.3,0.04
159.0285163,441,-1.4,0
159.0285163,442.4,-1.5,0.04
158.9885163,443.9,-1.6,0
158.9885163,445.5,-1.7,0.04
158.9485163,447.2,-1.8,0
158.9485163,449,-1.9,0.04
158.9085163,450.9,-2,0
158.9085163,452.9,-2.1,0.04
158.8685163,455,-2.2,0
158.8685163,457.2,-2.3,0.04
158.8285163,459.5,-2.4,0
158.8285163,461.9,-2.3,0.04
158.7885163,464.2,-2.2,0
158.7885163,466.4,-2.1,0.04
158.7485163,468.5,-2,0
158.7485163,470.5,-1.9,0.04
158.7085163,472.4,-1.8,0
158.7085163,474.2,-1.899878165,0.046979899
158.6615364,476.0998782,-1.999390975,0.020931194
158.6406052,478.0992691,-2.098295355,0.001836887
158.6387684,480.1975645,-2.196348968,-0.010328493
158.6490969,482.3939135,-2.293310519,0.064401142
158.5846957,484.687224,-2.388940039,0.065983481
158.5187122,487.076164,-2.482999184,0.07436786
158.4443444,489.5591632,-2.575251523,0.089495331
158.354849,492.1344147,-2.665462827,0.11129873
158.2435503,494.7998776,-2.753401351,0.139702758
158.1038476,497.5532789,-2.838838122,0.174624077
157.9292235,500.392117,-2.921547213,0.215971406
157.7132521,503.3136642,-3.001306023,0.263645635
157.4496064,506.3149703,-2.901306023,0.223645635
157.2259608,509.2162763,-2.801306023,0.183645635
157.0423152,512.0175823,-2.701306023,0.143645635
156.8986695,514.7188883,-2.601306023,0.103645635
156.7950239,517.3201944,-2.501306023,0.063645635
156.7313783,519.8215004,-2.401306023,0.023645635
156.7077326,522.2228064,-2.301306023,-0.016354365
156.724087,524.5241124,-2.201306023,0.023645635
156.7004414,526.7254184,-2.101306023,-0.016354365
156.7167957,528.8267245,-2.001306023,0.023645635
156.6931501,530.8280305,-1.901306023,-0.016354365
156.7095044,532.7293365,-1.801306023,0.023645635
156.6858588,534.5306425,-1.701306023,-0.016354365
156.7022132,536.2319486,-1.601306023,0.023645635
156.6785675,537.8332546,-1.501306023,-0.016354365
156.6949219,539.3345606,-1.401306023,0.023645635
156.6712763,540.7358666,-1.301306023,-0.016354365
156.6876306,542.0371726,-1.201306023,0.023645635
156.663985,543.2384787,-1.101306023,-0.016354365
156.6803394,544.3397847,-1.001306023,0.023645635
156.6566937,545.3410907,-0.901306023,-0.016354365
156.6730481,546.2423967,-0.801306023,0.023645635
156.6494025,547.0437028,-0.701306023,-0.016354365
156.6657568,547.7450088,-0.601306023,0.023645635
156.6421112,548.3463148,-0.501306023,-0.016354365
156.6584656,548.8476208,-0.401306023,0.023645635
156.6348199,549.2489269,-0.301306023,-0.016354365
156.6511743,549.5502329,-0.201306023,0.023645635
156.6275286,549.7515389,-0.101306023,-0.016354365
156.643883,549.8528449,-0.158908173,0.14677793
156.4971051,550.0117531,-0.216510324,0.229910225
156.2671949,550.2282634,-0.269719213,0.318467747
155.9487271,550.4979826,-0.318348178,0.412293868
155.5364332,550.8163308,-0.362216138,0.511225543
155.0252077,551.1785469,-0.401147812,0.615093503
154.4101142,551.5796948,-0.434973933,0.723722468
153.6863917,552.0146687,-0.463531455,0.836931356
