x_dist,y_dist,xvel,yvel
-19.744168,703.488844,7.918200113,-0.009386869
-19.73478113,695.5706439,7.918200113,-0.009386869
-19.73232861,726.9434444,7.718200113,-0.009386869
-19.72539426,687.6524438,7.918200113,-0.009386869
-19.72294174,719.2252442,7.818200113,0.030613131
-19.7160074,679.7342437,7.918200113,-0.009386869
-19.71110235,742.0798446,7.518200113,-0.009386869
-19.71052441,670.7675521,7.219733697,-0.038039585
-19.70856399,677.8872858,7.119733697,0.001960415
-19.70662053,671.8160436,7.918200113,-0.009386869
-19.70289833,979.8170498,2.918200113,-0.169386869
-19.70171548,734.5616445,7.618200113,0.030613131
-19.69723366,663.8978434,7.918200113,-0.009386869
-19.68987609,756.8162448,7.318200113,-0.009386869
-19.68784679,655.9796433,7.918200113,-0.009386869
-19.68048922,749.4980447,7.418200113,0.030613131
-19.67845992,648.0614432,7.918200113,-0.009386869
-19.67444524,656.2280847,7.419733697,-0.038039585
-19.67248482,663.5478184,7.319733697,0.001960415
-19.66907305,640.1432431,7.918200113,-0.009386869
-19.66864982,771.152645,7.118200113,-0.009386869
-19.65968618,632.225043,7.918200113,-0.009386869
-19.65926296,764.0344449,7.218200113,0.030613131
-19.65029931,624.3068429,7.918200113,-0.009386869
-19.64742356,785.0890453,6.918200113,-0.009386869
-19.64091244,616.3886428,7.918200113,-0.009386869
-19.63836607,641.2886173,7.619733697,-0.038039585
-19.63803669,778.1708451,7.018200113,0.030613131
-19.63640565,648.808351,7.519733697,0.001960415
-19.63152557,608.4704427,7.918200113,-0.009386869
-19.6261973,798.6254455,6.718200113,-0.009386869
-19.6221387,600.5522425,7.918200113,-0.009386869
-19.61681043,791.9072454,6.818200113,0.030613131
-19.61275183,592.6340424,7.918200113,-0.009386869
-19.60497104,811.7618457,6.518200113,-0.009386869
-19.60336497,584.7158423,7.918200113,-0.009386869
-19.6022869,625.9491499,7.819733697,-0.038039585
-19.6014952,467.654476,7.819733697,-0.038039585
-19.60032648,633.6688836,7.719733697,0.001960415
-19.59953478,475.5742097,7.919733697,0.001960415
-19.59757437,483.4939434,7.919733697,0.001960415
-19.59561395,491.4136771,7.919733697,0.001960415
-19.59558417,805.2436456,6.618200113,0.030613131
-19.5939781,576.7976422,7.918200113,-0.009386869
-19.59365354,499.3334108,7.919733697,0.001960415
-19.59169312,507.2531445,7.919733697,0.001960415
-19.58973271,515.1728782,7.919733697,0.001960415
-19.58777229,523.0926119,7.919733697,0.001960415
-19.58581188,531.0123456,7.919733697,0.001960415
-19.58459123,568.8794421,7.918200113,-0.009386869
-19.58385146,538.9320793,7.919733697,0.001960415
-19.58374478,824.4982459,6.318200113,-0.009386869
-19.58189105,546.851813,7.919733697,0.001960415
-19.57993063,554.7715467,7.919733697,0.001960415
-19.57946535,444.494544,7.521438343,-0.039876472
-19.57797022,562.6912804,7.919733697,0.001960415
